id,Ciudad,Latitud,Logitud,GPS,Importancia,Ventas,Estado
73,CALI,3.488834423,-76.51223018,3.488834423;-76.51223018,3,336090,CERRADO
74,CALI,3.410480201,-76.49319906,3.4104802014081605;-76.49319906216942,4,336340,CERRADO
75,CALI,3.422841137,-76.4875502,3.42284113729571;-76.4875501985615,2,340810,CERRADO
76,CALI,3.470256567,-76.50991821,3.470256567;-76.5099182129,5,414472,CERRADO
77,CALI,3.398871464,-76.51031535,3.39887146373414;-76.5103153491024,1,216537,CERRADO
78,CALI,3.453275919,-76.55926514,3.45327591896;-76.5592651367,5,181409,CERRADO
79,CALI,3.4393271,-76.4801265,3.4393271;-76.4801265,3,163818,CERRADO
80,CALI,3.398182869,-76.50321198,3.39818286896;-76.5032119751,1,347552,CERRADO
81,CALI,3.431367248,-76.53905026,3.4313672483;-76.5390502608,3,331926,CERRADO
82,CALI,3.412978851,-76.50886906,3.412978850639;-76.5088690629352,5,293486,CERRADO
83,CALI,3.4743966,-76.5215881,3.4743966;-76.5215881,3,219193,CERRADO
84,CALI,3.413539855,-76.54461992,3.41353985524208;-76.544619919215,2,311639,CERRADO
85,CALI,3.442622465,-76.51454535,3.442622464805868;-76.5145453517381,5,336632,CERRADO
86,CALI,3.3885606,-76.5603499,3.3885606;-76.5603499,5,192964,CERRADO
87,CALI,3.477588146,-76.4931449,3.4775881464035443;-76.49314489749024,2,389504,ABIERTO
88,CALI,3.430392504,-76.52085114,3.43039250374;-76.5208511353,3,251827,ABIERTO
89,CALI,3.437883759,-76.52619363,3.43788375920153;-76.5261936322684,4,277215,ABIERTO
90,CALI,3.487408251,-76.48457091,3.48740825052295;-76.4845709073056,3,180347,ABIERTO
91,CALI,3.423328101,-76.5079573,3.42332810065584;-76.5079572970284,1,407436,ABIERTO
92,CALI,3.486008902,-76.50688715,3.48600890172074;-76.5068871542268,1,322996,ABIERTO
93,CALI,3.474295316,-76.48877036,3.47429531587774;-76.4887703606191,1,338771,ABIERTO
94,CALI,3.463305159,-76.51542803,3.46330515850973;-76.5154280323166,2,232109,ABIERTO
95,CALI,3.454983234,-76.57762909,3.45498323441;-76.5776290894,4,375330,ABIERTO
96,CALI,3.361276627,-76.53106689,3.36127662659;-76.5310668945,2,151344,ABIERTO
97,CALI,3.39123702,-76.54650116,3.39123702049;-76.5465011597,4,289975,ABIERTO
98,CALI,3.425518036,-76.48654175,3.42551803589;-76.486541748,1,361847,ABIERTO
99,CALI,3.462737393,-76.48533772,3.46273739326309;-76.4853377179458,3,168037,ABIERTO
100,CALI,3.4980329,-76.4928307,3.4980329;-76.4928307,1,214488,ABIERTO
101,CALI,3.463223219,-76.48419952,3.46322321892;-76.4841995239,2,170166,ABIERTO
102,CALI,3.382122782,-76.56247063,3.382122782059014;-76.562470626086,5,167993,ABIERTO
103,CALI,3.492966414,-76.4882431,3.4929664135;-76.488243103,4,229882,ABIERTO
104,CALI,3.4889766,-76.5319482,3.4889766;-76.5319482,4,417721,ABIERTO
105,CALI,3.468574928,-76.5159084,3.46857492761513;-76.5159083980134,3,188062,ABIERTO
106,CALI,3.401013138,-76.55235654,3.401013138;-76.55235654,4,217307,ABIERTO
107,CALI,3.420150042,-76.49976349,3.42015004158;-76.4997634888,2,220237,ABIERTO
108,CALI,3.379827566,-76.56124251,3.3798275655135512;-76.5612425096333,5,295793,ABIERTO
109,CALI,3.486463453,-76.51564765,3.486463453;-76.51564765,5,376101,ABIERTO
110,CALI,3.441454246,-76.52040475,3.44145424649916;-76.5204047475343,4,376211,ABIERTO
111,CALI,3.474676371,-76.48281097,3.47467637062;-76.4828109741,2,229300,ABIERTO
112,CALI,3.46698523,-76.51453758,3.46698522960505;-76.5145375842978,4,354968,ABIERTO
113,CALI,3.366758398,-76.52915761,3.3667583976487;-76.5291576101653,4,219385,ABIERTO
114,CALI,3.422001839,-76.49110413,3.42200183868;-76.491104126,1,240735,ABIERTO
115,CALI,3.388565695,-76.5575268,3.38856569506343;-76.557526802528,4,341132,ABIERTO
116,CALI,3.3641991,-76.5321859,3.3641991;-76.5321859,4,174557,ABIERTO
117,CALI,3.379505072,-76.55850481,3.3795050717890263;-76.55850481241941,4,193813,ABIERTO
118,CALI,3.430615565,-76.46442252,3.43061556480253;-76.4644225196924,1,396133,ABIERTO
119,CALI,3.400905567,-76.50967552,3.40090556704342;-76.5096755155443,5,277309,ABIERTO
120,CALI,3.417580843,-76.53375244,3.41758084297;-76.5337524414,4,178056,ABIERTO
121,CALI,3.467486377,-76.52438576,3.46748637723;-76.5243857613,3,152353,ABIERTO
122,CALI,3.443745852,-76.49777222,3.44374585152;-76.4977722168,4,278877,ABIERTO
123,CALI,3.428293462,-76.50781743,3.4282934619008585;-76.50781743455249,3,201208,ABIERTO
124,CALI,3.450983616,-76.49888639,3.45098361625518;-76.4988863905427,3,174689,ABIERTO
125,CALI,3.436664646,-76.50246325,3.43666464611922;-76.5024632495451,1,303675,ABIERTO
126,CALI,3.446606245,-76.51482954,3.44660624495;-76.5148295416,3,309273,ABIERTO
127,CALI,3.427537918,-76.53702545,3.42753791809;-76.5370254517,1,372405,ABIERTO
128,CALI,3.371378472,-76.51833898,3.37137847233385;-76.5183389792004,1,192572,ABIERTO
129,CALI,3.397016405,-76.51102826,3.39701640542607;-76.5110282557456,5,258596,ABIERTO
130,CALI,3.473757443,-76.51000498,3.4737574429584;-76.5100049788147,3,286682,ABIERTO
131,CALI,3.420809043,-76.52726979,3.4208090430530658;-76.52726978686971,5,375399,ABIERTO
132,CALI,3.417726588,-76.53133739,3.417726588;-76.5313373887,3,160983,ABIERTO
133,CALI,3.41241146,-76.50665939,3.412411459721625;-76.50665938854218,2,418195,ABIERTO
134,CALI,3.454778671,-76.48828125,3.45477867126;-76.48828125,5,383612,ABIERTO
135,CALI,3.430964708,-76.50819397,3.43096470833;-76.5081939697,3,330290,ABIERTO
136,CALI,3.441620111,-76.52058411,3.44162011147;-76.5205841064,3,165046,ABIERTO
137,CALI,3.400684681,-76.53729251,3.40068468086139;-76.537292514623,4,274679,ABIERTO
138,CALI,3.433872279,-76.5207001,3.43387227922496;-76.5207001027092,2,231992,ABIERTO
139,CALI,3.43682206,-76.54540194,3.43682205961406;-76.5454019425343,1,245493,ABIERTO
140,CALI,3.457274685,-76.48537299,3.45727468518629;-76.4853729900844,5,201458,ABIERTO
141,CALI,3.441462158,-76.54005502,3.44146215751;-76.5400550161,4,310774,ABIERTO
142,CALI,3.434970501,-76.54569403,3.43497050136669;-76.5456940299625,2,328858,ABIERTO
143,CALI,3.482172288,-76.52924738,3.48217228760252;-76.5292473760944,4,398409,ABIERTO
144,CALI,3.379089485,-76.51550133,3.37908948549123;-76.5155013309048,5,218701,ABIERTO
145,CALI,3.471984258,-76.48955204,3.47198425794764;-76.4895520388422,4,412884,ABIERTO
146,CALI,3.398782752,-76.50523884,3.39878275177569;-76.5052388427042,3,410690,ABIERTO
147,CALI,3.382815599,-76.52211761,3.38281559944;-76.5221176147,1,163246,ABIERTO
148,CALI,3.437306878,-76.54423577,3.437306877974931;-76.54423577017837,2,367741,ABIERTO
149,CALI,3.466951991,-76.4841105,3.46695199109271;-76.4841105007932,1,374979,ABIERTO
150,CALI,3.484195471,-76.50892639,3.48419547081;-76.5089263916,3,210941,ABIERTO
151,CALI,3.474197388,-76.48460388,3.4741973877;-76.4846038818,5,308299,ABIERTO
152,CALI,3.423053333,-76.47772833,3.42305333333;-76.4777283333,4,297590,ABIERTO
153,CALI,3.419261526,-76.50031186,3.41926152629297;-76.5003118636643,3,347741,ABIERTO
154,CALI,3.412158428,-76.49146166,3.41215842834552;-76.4914616569876,4,241058,ABIERTO
155,CALI,3.421669691,-76.51231675,3.4216696908697486;-76.5123167540878,1,297288,ABIERTO
156,CALI,3.472272246,-76.5212294,3.47227224614;-76.5212293994,1,330816,ABIERTO
157,CALI,3.452626891,-76.48895234,3.45262689076917;-76.4889523430792,4,225343,ABIERTO
158,CALI,3.458945513,-76.4814263,3.45894551260444;-76.4814262971945,5,336435,ABIERTO
159,CALI,3.422553604,-76.51091144,3.4225536044687033;-76.51091144420207,4,238626,ABIERTO
160,CALI,3.445281506,-76.51435852,3.44528150558;-76.5143585205,5,190551,CERRADO
161,CALI,3.476133747,-76.50998239,3.4761337470263243;-76.50998239405453,2,329847,CERRADO
162,CALI,3.430914295,-76.48576214,3.43091429522742;-76.4857621420217,2,350922,CERRADO
163,CALI,3.432242594,-76.5354946,3.43224259440837;-76.5354945982566,4,321201,CERRADO
164,CALI,3.415112233,-76.49258469,3.41511223320682;-76.4925846863255,3,294717,CERRADO
165,CALI,3.410697222,-76.52297211,3.41069722176;-76.5229721069,2,290605,CERRADO
166,CALI,3.425502523,-76.53344106,3.42550252326137;-76.5334410555174,1,403429,CERRADO
167,CALI,3.419859371,-76.48841281,3.41985937118817;-76.4884128149384,2,204299,CERRADO
168,CALI,3.411037675,-76.49314365,3.41103767511869;-76.4931436525732,5,299480,CERRADO
169,CALI,3.387916088,-76.55979156,3.3879160881;-76.5597915649,5,167067,CERRADO
170,CALI,3.389159371,-76.55235532,3.3891593708984256;-76.55235532438266,4,351105,CERRADO
171,CALI,3.477604151,-76.50762177,3.47760415077;-76.5076217651,4,156274,CERRADO
172,CALI,3.408897638,-76.50056458,3.40889763832;-76.5005645752,5,303606,CERRADO
173,CALI,3.440093059,-76.52227319,3.44009305895694;-76.5222731931163,5,219531,CERRADO
174,CALI,3.431952477,-76.52344513,3.4319524765;-76.5234451294,3,151243,CERRADO
175,CALI,3.455038608,-76.48394952,3.4550386081834;-76.483949517896,1,418132,CERRADO
176,CALI,3.416075269,-76.51768588,3.41607526866991;-76.5176858776273,1,169197,CERRADO
177,CALI,3.459537745,-76.52539063,3.45953774452;-76.525390625,1,346273,CERRADO
178,CALI,3.462509405,-76.52634245,3.46250940533771;-76.5263424479922,3,270308,CERRADO
179,CALI,3.421283243,-76.47804072,3.4212832432240248;-76.47804072126746,4,198403,CERRADO
180,CALI,3.4321334,-76.5097601,3.4321334;-76.5097601,2,159949,CERRADO
181,CALI,3.422836065,-76.47208405,3.42283606529;-76.4720840454,1,386842,CERRADO
182,CALI,3.484558,-76.5145499,3.484558;-76.5145499,5,278346,CERRADO
183,CALI,3.461576435,-76.52689375,3.46157643466019;-76.5268937451233,2,235130,CERRADO
184,CALI,3.444947379,-76.51155537,3.4449473793388115;-76.51155536980914,1,262544,CERRADO
185,CALI,3.42443,-76.49319833,3.42443;-76.49319833333334,1,289644,CERRADO
186,CALI,3.4369059,-76.4803784,3.4369059;-76.4803784,1,363522,CERRADO
187,CALI,3.397479534,-76.55321503,3.39747953415;-76.5532150269,2,294394,CERRADO
188,CALI,3.476281405,-76.4911499,3.4762814045;-76.4911499023,2,169063,CERRADO
189,CALI,3.436575651,-76.50299072,3.43657565117;-76.5029907227,3,412973,CERRADO
190,CALI,3.369290422,-76.51891306,3.36929042241309;-76.5189130615269,4,353124,CERRADO
191,CALI,3.480517149,-76.48667908,3.48051714897;-76.4866790771,2,393165,CERRADO
192,CALI,3.437845904,-76.52627367,3.43784590382787;-76.5262736743532,1,172070,CERRADO
193,CALI,3.456860304,-76.4788208,3.45686030388;-76.4788208008,3,229923,ABIERTO
194,CALI,3.398282953,-76.5390165,3.39828295254209;-76.5390165,1,355403,ABIERTO
195,CALI,3.491965158,-76.50188318,3.49196515817856;-76.5018831815874,4,373812,ABIERTO
196,CALI,3.44056365,-76.50571821,3.44056365009816;-76.5057182132008,2,275971,ABIERTO
197,CALI,3.446228079,-76.49942281,3.44622807900137;-76.4994228087283,3,297096,ABIERTO
198,CALI,3.405177593,-76.54619598,3.40517759323;-76.5461959839,5,291075,ABIERTO
199,CALI,3.410239458,-76.50733948,3.41023945808;-76.5073394775,5,416589,ABIERTO
200,CALI,3.476749659,-76.4897995,3.47674965858;-76.4897994995,4,191246,ABIERTO
201,CALI,3.4698721,-76.5253548,3.4698721;-76.5253548,4,295669,ABIERTO
202,CALI,3.435111416,-76.4975665,3.43511141587394;-76.4975664955489,1,273486,ABIERTO
203,CALI,3.424409654,-76.50760535,3.42440965439723;-76.5076053516617,5,241326,ABIERTO
204,CALI,3.409943819,-76.52041626,3.40994381905;-76.5204162598,5,212892,ABIERTO
205,CALI,3.387091827,-76.54146215,3.38709182674;-76.5414621505,4,276648,ABIERTO
206,CALI,3.428675286,-76.5112945,3.428675285540521;-76.511294497177,3,304145,ABIERTO
207,CALI,3.441987248,-76.52380779,3.44198724824007;-76.523807794782,3,229071,ABIERTO
208,CALI,3.436502457,-76.47847748,3.43650245667;-76.478477478,5,364501,ABIERTO
209,CALI,3.388105724,-76.53879943,3.3881057238;-76.5387994312,1,249030,ABIERTO
210,CALI,3.465969844,-76.49040681,3.465969843970353;-76.49040680870442,5,367348,ABIERTO
211,CALI,3.4862859,-76.5066418,3.4862859;-76.5066418,2,369256,ABIERTO
212,CALI,3.443598919,-76.52644809,3.44359891939048;-76.5264480858919,5,236216,ABIERTO
213,CALI,3.436034973,-76.52586352,3.43603497287819;-76.525863518167,1,329013,ABIERTO
214,CALI,3.492413148,-76.50458537,3.4924131483437146;-76.50458537042141,1,279556,ABIERTO
215,CALI,3.408065749,-76.54482207,3.40806574865316;-76.5448220661387,5,250693,ABIERTO
216,CALI,3.3886737,-76.557139,3.3886737;-76.557139,3,350434,ABIERTO
217,CALI,3.44332695,-76.49961853,3.44332695007;-76.4996185303,4,272627,ABIERTO
218,CALI,3.405604711,-76.49726504,3.40560471076738;-76.497265043415,2,391215,ABIERTO
219,CALI,3.4616567,-76.4870181,3.4616567;-76.4870181,3,367693,ABIERTO
220,CALI,3.41769743,-76.51612091,3.41769742966;-76.5161209106,2,252431,ABIERTO
221,CALI,3.458895706,-76.51312716,3.45889570563529;-76.5131271620682,3,173131,ABIERTO
222,CALI,3.408139706,-76.54454803,3.40813970566;-76.5445480347,5,184676,ABIERTO
223,CALI,3.455136712,-76.52941787,3.45513671228;-76.5294178705,4,157892,ABIERTO
224,CALI,3.411735626,-76.51148871,3.4117356256639;-76.5114887140009,1,330053,ABIERTO
225,CALI,3.423970439,-76.50455763,3.4239704394713044;-76.50455762632191,3,257195,ABIERTO
226,CALI,3.424635878,-76.50369944,3.42463587812;-76.503699441,2,184332,ABIERTO
227,CALI,3.419841684,-76.52574213,3.41984168371086;-76.5257421265496,2,342835,ABIERTO
228,CALI,3.381976785,-76.52205652,3.38197678498235;-76.5220565229399,4,377783,ABIERTO
229,CALI,3.412844281,-76.51772324,3.41284428105413;-76.517723236212,2,239101,ABIERTO
230,CALI,3.376651998,-76.55509866,3.376651997677982;-76.5550986584276,5,336803,ABIERTO
231,CALI,3.386021849,-76.52002509,3.38602184947629;-76.5200250878294,3,298746,ABIERTO
232,CALI,3.45661521,-76.525383,3.45661520958;-76.5253829956,2,270733,ABIERTO
233,CALI,3.404348333,-76.49853167,3.404348333333333;-76.49853166666666,3,362425,ABIERTO
234,CALI,3.47133517,-76.51248004,3.4713351703713093;-76.51248003885587,1,382486,ABIERTO
235,CALI,3.428927247,-76.51432847,3.42892724665825;-76.5143284716167,5,324911,ABIERTO
236,CALI,3.372736477,-76.54815702,3.37273647736684;-76.5481570159759,1,173530,ABIERTO
237,CALI,3.473719105,-76.49104611,3.47371910536452;-76.4910461057808,4,231388,ABIERTO
238,CALI,3.435969513,-76.53128186,3.43596951345465;-76.5312818552625,4,193900,ABIERTO
239,CALI,3.463339762,-76.58860959,3.4633397621292303;-76.58860958605898,2,357271,ABIERTO
240,CALI,3.403943438,-76.53964355,3.40394343764;-76.5396435517,2,259866,ABIERTO
241,CALI,3.494191928,-76.49114649,3.49419192796066;-76.4911464910804,2,248843,ABIERTO
242,CALI,3.414396007,-76.50909099,3.41439600720971;-76.509090987312,1,336354,ABIERTO
243,CALI,3.4225921,-76.4905712,3.4225921;-76.4905712,2,230905,ABIERTO
244,CALI,3.411810398,-76.52347565,3.4118103981;-76.523475647,5,237925,ABIERTO
245,CALI,3.408813953,-76.5046463,3.4088139534;-76.5046463013,4,259417,ABIERTO
246,CALI,3.439327571,-76.5315856,3.4393275707891;-76.531585602076,5,154798,ABIERTO
247,CALI,3.421314077,-76.47230875,3.42131407667365;-76.4723087541069,4,343529,ABIERTO
248,CALI,3.41592293,-76.53229104,3.41592293031197;-76.5322910411942,3,414812,ABIERTO
249,CALI,3.433120026,-76.50803948,3.43312002647351;-76.5080394815573,4,258418,ABIERTO
250,CALI,3.43334236,-76.50598663,3.43334236023;-76.5059866339,5,356271,ABIERTO
251,CALI,3.441086054,-76.50787354,3.44108605385;-76.5078735352,1,413864,ABIERTO
252,CALI,3.467629944,-76.49103685,3.46762994391596;-76.4910368472833,2,401659,ABIERTO
253,CALI,3.433799982,-76.47750092,3.43379998207;-76.4775009155,5,397057,ABIERTO
254,CALI,3.393736362,-76.552742,3.39373636246;-76.5527420044,5,379754,ABIERTO
255,CALI,3.376861042,-76.55822125,3.37686104234308;-76.55822125263512,5,176907,ABIERTO
256,CALI,3.428222418,-76.54085541,3.42822241783;-76.5408554077,2,186118,ABIERTO
257,CALI,3.41377284,-76.50962067,3.41377283998372;-76.5096206658886,3,219357,ABIERTO
258,CALI,3.466387959,-76.4883785,3.46638795896;-76.4883785047,5,274444,ABIERTO
259,CALI,3.44515141,-76.4992602,3.44515141019382;-76.4992601995205,1,164112,ABIERTO
260,CALI,3.3920128,-76.5420501,3.3920128;-76.5420501043,5,312964,ABIERTO
261,CALI,3.470794439,-76.51335144,3.47079443932;-76.5133514404,5,229639,ABIERTO
262,CALI,3.439912796,-76.52583313,3.43991279602;-76.5258331299,5,296205,ABIERTO
263,CALI,3.468288853,-76.48722383,3.46828885253862;-76.4872238262845,1,169868,ABIERTO
264,CALI,3.413016431,-76.49549598,3.41301643143169;-76.4954959750507,2,267472,ABIERTO
265,CALI,3.46243763,-76.51507568,3.4624376297;-76.5150756836,1,352516,ABIERTO
266,CALI,3.410545111,-76.51813507,3.4105451107;-76.5181350708,3,360028,ABIERTO
267,CALI,3.407564262,-76.50079092,3.407564262;-76.50079092,5,302030,ABIERTO
268,CALI,3.462293333,-76.52733833,3.46229333333;-76.5273383333,1,259495,ABIERTO
269,CALI,3.414283752,-76.5198822,3.41428375244;-76.5198822021,3,341848,ABIERTO
270,CALI,3.373643637,-76.52009583,3.3736436367;-76.5200958252,5,316261,ABIERTO
271,CALI,3.493229628,-76.48651886,3.49322962761;-76.4865188599,5,212888,ABIERTO
272,CALI,3.427055836,-76.5394516,3.42705583572;-76.5394515991,3,159819,ABIERTO
273,CALI,3.461851778,-76.51416306,3.46185177819551;-76.514163061298,4,160616,ABIERTO
274,CALI,3.474020129,-76.47997278,3.47402012937816;-76.4799727753925,5,382721,ABIERTO
275,CALI,3.4712402,-76.5108237,3.4712402;-76.5108237,1,406552,ABIERTO
276,CALI,3.412819203,-76.50202264,3.41281920273164;-76.5020226377823,2,273819,ABIERTO
277,CALI,3.424179306,-76.48519308,3.42417930633384;-76.4851930817051,5,332868,ABIERTO
278,CALI,3.39009416,-76.55150058,3.39009416007015;-76.551500578506,4,198388,ABIERTO
279,CALI,3.472958803,-76.51100159,3.47295880318;-76.5110015869,4,158165,ABIERTO
280,CALI,3.4430259,-76.51157196,3.443025900192;-76.5115719570449,1,201016,ABIERTO
281,CALI,3.391428947,-76.55371857,3.39142894745;-76.5537185669,1,250922,ABIERTO
282,CARTAGENA,10.40121562,-75.47152631,10.40121562;-75.47152631,3,314858,ABIERTO
283,CARTAGENA,10.40163297,-75.49883376,10.40163297;-75.49883376,4,403914,ABIERTO
284,CARTAGENA,10.40215226,-75.52067399,10.402152263559401;-75.52067399024963,5,215687,ABIERTO
285,CARTAGENA,10.40535028,-75.4858668,10.405350276468047;-75.48586680225421,3,372187,ABIERTO
286,CARTAGENA,10.42338594,-75.54964884,10.4233859367112;-75.5496488384848,2,406334,ABIERTO
287,CARTAGENA,10.3913262,-75.4795245,10.3913262;-75.4795245,3,399052,ABIERTO
288,CARTAGENA,10.38924233,-75.47561539,10.38924233;-75.47561539,5,298978,ABIERTO
289,CARTAGENA,10.40593798,-75.48462017,10.40593798;-75.48462017,3,216075,ABIERTO
290,CARTAGENA,10.42465782,-75.54705811,10.4246578217;-75.5470581055,5,307966,ABIERTO
291,CARTAGENA,10.3945,-75.499205,10.3945;-75.499205,3,201542,ABIERTO
292,CARTAGENA,10.37613201,-75.49585724,10.3761320114;-75.4958572388,2,196312,ABIERTO
293,CARTAGENA,10.401291,-75.49714702,10.4012910009141;-75.4971470219269,3,150700,ABIERTO
294,CARTAGENA,10.42587409,-75.54624055,10.42587409;-75.54624055,2,365266,ABIERTO
295,CARTAGENA,10.40269214,-75.48275934,10.402692135116755;-75.48275934052184,1,345376,ABIERTO
296,CARTAGENA,10.42371729,-75.54592005,10.42371729;-75.54592005,5,152278,ABIERTO
297,CARTAGENA,10.42847545,-75.53524899,10.428475452108648;-75.53524898629414,4,294956,ABIERTO
298,CARTAGENA,10.42578679,-75.54468119,10.425786790410145;-75.54468119173676,4,294932,ABIERTO
299,CARTAGENA,10.41377934,-75.53759708,10.4137793378812;-75.5375970810778,2,404524,ABIERTO
300,CARTAGENA,10.39165506,-75.5142456,10.3916550572975;-75.5142456002986,3,297785,ABIERTO
301,CARTAGENA,10.40892369,-75.50721113,10.4089236888614;-75.507211125119,3,293376,ABIERTO
302,CARTAGENA,10.40766314,-75.4547879,10.4076631422445;-75.454787897682,4,200443,ABIERTO
303,CARTAGENA,10.4045917,-75.47146048,10.4045916962157;-75.4714604778591,2,261278,ABIERTO
304,CARTAGENA,10.3933862,-75.5053993,10.3933862;-75.5053993,2,176749,ABIERTO
305,CARTAGENA,10.37970638,-75.47077179,10.3797063828;-75.4707717896,3,310326,ABIERTO
306,CARTAGENA,10.43322251,-75.53044695,10.4332225131607;-75.5304469493891,3,341366,ABIERTO
307,CARTAGENA,10.38035236,-75.47240735,10.3803523606;-75.4724073471,4,160960,ABIERTO
308,CARTAGENA,10.396005,-75.49777667,10.396005;-75.4977766667,5,349747,ABIERTO
309,CARTAGENA,10.39637034,-75.46312803,10.3963703429;-75.463128034,1,193092,ABIERTO
310,CARTAGENA,10.39528914,-75.51534358,10.39528914;-75.51534358,3,340395,ABIERTO
311,CARTAGENA,10.40264927,-75.48291709,10.40264927;-75.48291709,1,380747,ABIERTO
312,CARTAGENA,10.40606874,-75.48815582,10.406068737346619;-75.48815581997238,2,277023,ABIERTO
313,CARTAGENA,10.37927906,-75.46398592,10.3792790556326;-75.463985921815,4,368700,ABIERTO
314,CARTAGENA,10.4049902,-75.50845337,10.4049901962;-75.5084533691,4,309021,ABIERTO
315,CARTAGENA,10.393515,-75.49888,10.393515;-75.49888,4,209602,ABIERTO
316,CARTAGENA,10.40087986,-75.50231171,10.4008798599;-75.5023117065,4,347706,ABIERTO
317,CARTAGENA,10.39059944,-75.51743849,10.390599444508553;-75.51743849180639,3,412165,ABIERTO
318,CARTAGENA,10.40186691,-75.46242523,10.4018669128;-75.4624252319,4,199143,ABIERTO
319,CARTAGENA,10.36528167,-75.47690333,10.3652816667;-75.4769033333,2,370787,ABIERTO
320,CARTAGENA,10.42288289,-75.54601568,10.4228828933579;-75.5460156786852,2,261660,ABIERTO
321,CARTAGENA,10.37579713,-75.49425185,10.37579713;-75.49425185,5,172804,ABIERTO
322,CARTAGENA,10.40628769,-75.48119321,10.4062876907846;-75.4811932137692,3,256617,ABIERTO
323,CARTAGENA,10.39532185,-75.56258392,10.395321846;-75.5625839233,1,375971,ABIERTO
324,CARTAGENA,10.3787368,-75.4967452,10.3787368;-75.4967452,5,235240,ABIERTO
325,CARTAGENA,10.40288167,-75.46185833,10.4028816667;-75.4618583333,1,173622,ABIERTO
326,CARTAGENA,10.42585687,-75.54628651,10.4258568693948;-75.5462865138321,3,171221,CERRADO
327,CARTAGENA,10.28148117,-75.5132592,10.28148117;-75.5132592,5,245181,CERRADO
328,CARTAGENA,10.3952694,-75.4774678,10.3952694;-75.4774678,4,381428,CERRADO
329,CARTAGENA,10.41957247,-75.53181059,10.419572469496;-75.53181058822,4,350956,CERRADO
330,CARTAGENA,10.37666341,-75.49650912,10.3766634075045;-75.4965091150687,1,153345,ABIERTO
331,CARTAGENA,10.40669931,-75.45638109,10.40669931;-75.45638109,2,394149,ABIERTO
332,CARTAGENA,10.42404963,-75.54553613,10.4240496256936;-75.5455361346943,2,160290,ABIERTO
333,CARTAGENA,10.41349333,-75.52585833,10.413493333333333;-75.52585833333333,1,401707,ABIERTO
334,CARTAGENA,10.38701977,-75.48205232,10.38701977;-75.48205232,4,156436,ABIERTO
335,CARTAGENA,10.38093048,-75.48760357,10.38093048;-75.48760357,3,236643,ABIERTO
336,CARTAGENA,10.39052312,-75.48358208,10.39052312;-75.48358208,4,372156,ABIERTO
337,CARTAGENA,10.39838112,-75.46355777,10.3983811196;-75.4635577742,2,218739,ABIERTO
338,CARTAGENA,10.40664344,-75.50218657,10.40664344077564;-75.5021865687956,1,256807,ABIERTO
339,CARTAGENA,10.39306848,-75.47246295,10.39306848;-75.47246295,4,178548,ABIERTO
340,CARTAGENA,10.38893999,-75.50884524,10.38893999;-75.50884524,3,160011,ABIERTO
341,CARTAGENA,10.4249418,-75.5472741,10.4249418;-75.5472741,5,165987,ABIERTO
342,CARTAGENA,10.40522207,-75.45725111,10.40522207;-75.45725111,1,226368,ABIERTO
343,CARTAGENA,10.384594,-75.48857062,10.384594;-75.48857062,4,184832,ABIERTO
344,CARTAGENA,10.4076376,-75.50957489,10.4076375961;-75.5095748901,3,404775,ABIERTO
345,CARTAGENA,10.41861725,-75.53061676,10.4186172485;-75.5306167603,4,371114,ABIERTO
346,CARTAGENA,10.38740167,-75.48702333,10.387401666666667;-75.48702333333334,1,360489,ABIERTO
347,CARTAGENA,10.41979599,-75.5467453,10.41979599;-75.5467453003,3,389396,ABIERTO
348,CARTAGENA,10.380155,-75.488235,10.380155;-75.488235,4,239180,ABIERTO
349,CARTAGENA,10.38125706,-75.47426605,10.3812570572;-75.4742660522,3,161826,ABIERTO
350,CARTAGENA,10.4475975,-75.51735687,10.4475975037;-75.5173568726,3,416025,ABIERTO
351,CARTAGENA,10.405659,-75.4872722,10.405659;-75.4872722,3,321881,ABIERTO
352,CARTAGENA,10.43688907,-75.52372775,10.4368890650445;-75.523727754289,1,173104,ABIERTO
353,CARTAGENA,10.42522025,-75.54953725,10.4252202509184;-75.5495372519363,3,278637,ABIERTO
354,CARTAGENA,10.40161028,-75.46478194,10.40161028;-75.46478194,4,274950,ABIERTO
355,CARTAGENA,10.4097713,-75.5176855,10.4097713;-75.5176855,5,315610,ABIERTO
356,MEDELLIN,6.255860026,-75.56313039,6.25586002582197;-75.5631303947078,1,228266,ABIERTO
357,MEDELLIN,6.248144242,-75.59244444,6.24814424213138;-75.5924444415352,4,419353,ABIERTO
358,MEDELLIN,6.23047924,-75.57302094,6.23047924042;-75.5730209351,2,414778,ABIERTO
359,MEDELLIN,6.255585714,-75.56547631,6.2555857144;-75.5654763096,2,161354,ABIERTO
360,MEDELLIN,6.266640186,-75.54228973,6.26664018631;-75.5422897339,2,172799,ABIERTO
361,MEDELLIN,6.259394293,-75.59393477,6.259394293;-75.59393477,2,378145,ABIERTO
362,MEDELLIN,6.247162038,-75.58342912,6.24716203848853;-75.5834291232745,1,227057,ABIERTO
363,MEDELLIN,6.285771475,-75.57745126,6.2857714748161;-75.5774512636429,2,168108,ABIERTO
364,MEDELLIN,6.276259899,-75.5640564,6.27625989914;-75.5640563965,5,211340,ABIERTO
365,MEDELLIN,6.23449711,-75.55623068,6.23449711;-75.55623068,3,374095,ABIERTO
366,MEDELLIN,6.2742181,-75.6051274,6.2742181;-75.6051274,4,185792,ABIERTO
